"Timestamp","Do you play video games?","Are you from Chennai or ever resided in Chennai?","Do you like playing Video Games?","How corona impacted playing video games?","1. Gender","2. Age","3. How many days do you play games per week?","4. On an average, how many hours do you play per day?","5. What is genre you prefer for gaming?","6. What game-mode do you prefer?","7. What sort of game would you like to go for?","8. How much will you spend on gaming devices? ","9. On an average, how much will you spend for computer games per month?","10. Why do you play games?","11. Which device you usually use for gaming","12. If you are a PC/Laptop gamer, which PC game store would you prefer?","13. What CPU (Microprocessor) series would you prefer for PC/Laptop gaming?","14. What GPU series would you prefer for PC/Laptop gaming?","15. If you are a Playstation gamer, what device you are currently using?","16. If you are a Xbox gamer, what device you are currently using?","17. If you are a Mobile gamer, what OS would you prefer to play games?","18. Amongst some of top rated mobile games, rate them in order of time played? [BGMI]","18. Amongst some of top rated mobile games, rate them in order of time played? [Call of Duty: Mobile]","18. Amongst some of top rated mobile games, rate them in order of time played? [Clash of Clans]","18. Amongst some of top rated mobile games, rate them in order of time played? [Among Us]","18. Amongst some of top rated mobile games, rate them in order of time played? [Fortnite]","18. Amongst some of top rated mobile games, rate them in order of time played? [Asphalt 9: Airborne]","18. Amongst some of top rated mobile games, rate them in order of time played? [Ludo King]","18. Amongst some of top rated mobile games, rate them in order of time played? [Carrom Pool]","19. Are you a Game developer (or aspiring to be one)","20. On a scale of 1-10 how much are u open to recommend gaming to a friend","21. Are you open to gaming as a career? Why so?"
"2021/08/08 2:54:29 PM GMT+5:30","No","No","No","Still not interested in gaming","Female","18-25","0","Less than 2 hours","Puzzle game","Offline gaming","Free game","<₹25000","<₹100","Stress-buster","Mobile","I'm not a PC Gamer","I'm not a PC gamer","I'm not a PC gamer","I'm not a Playstation gamer","I'm not a Xbox gamer","I'm not a mobile gamer","5","5","5","1","5","5","5","5","No","1","No"
"2021/08/08 2:56:41 PM GMT+5:30","No","No","My friends forced me to play","Still not interested in gaming","Female","18-25","1-3 days","Less than 2 hours","Puzzle game","Offline gaming","Free game","<₹25000","<₹100","Entertainment","Mobile","I'm not a PC Gamer","I don't know anything about Microprocessors for gaming purposes","I don't know anything about GPUs for gaming purposes","I'm not a Playstation gamer","I'm not a Xbox gamer","Android","1","1","1","1","1","1","1","1","No","1","No"
"2021/08/08 3:00:35 PM GMT+5:30","Yes","Yes","Yes","Still not interested in gaming","Female","18-25","1-3 days","Less than 2 hours","Action game;Racing game;Sports game;Puzzle game","Offline gaming","Free game","<₹25000","<₹100","Stress-buster","Mobile","I'm not a PC Gamer","I'm not a PC gamer","I'm not a PC gamer","I'm not a Playstation gamer","I'm not a Xbox gamer","Android","3","4","3","4","3","3","4","4","No","1","No"
"2021/08/08 3:06:33 PM GMT+5:30","Yes","Yes","Yes","Started playing more games","Female","18-25","1-3 days","Less than 2 hours","Action game","Online gaming","Free game","<₹25000","<₹100","Stress-buster","Mobile","I'm not a PC Gamer","I'm not a PC gamer","I don't know anything about GPUs for gaming purposes","I'm not a Playstation gamer","I'm not a Xbox gamer","Android","5","4","5","3","4","2","4","1","No","7","No"
"2021/08/08 3:11:17 PM GMT+5:30","No","Yes","Maybe","Still not interested in gaming","Female","18-25","0","Less than 2 hours","Board game;Puzzle game","Offline gaming","Free game","<₹25000","<₹100","Entertainment","Mobile","I'm not a PC Gamer","I don't know anything about Microprocessors for gaming purposes","I don't know anything about GPUs for gaming purposes","I'm not a Playstation gamer","I'm not a Xbox gamer","I'm not a mobile gamer","1","1","1","1","1","1","1","1","No","1","No"
"2021/08/08 3:11:39 PM GMT+5:30","No","Yes","Maybe","Still not interested in gaming","Prefer not to say","18-25","0","Less than 2 hours","I am not playing anything, pls ask these kind of questions to children","Offline gaming","Free game","<₹25000","<₹100","Entertainment","Mobile","I'm not a PC Gamer","I don't know anything about Microprocessors for gaming purposes","I don't know anything about GPUs for gaming purposes","I'm not a Playstation gamer","I'm not a Xbox gamer","I'm not a mobile gamer","1","1","1","1","1","1","5","1","No","2","Not that much"
"2021/08/08 3:13:55 PM GMT+5:30","No","No","Maybe","Still not interested in gaming","Male","25-35","0","Less than 2 hours","Action game;Sports game","Online gaming","Free game","<₹25000","<₹100","Time-killer","Mobile","I'm not a PC Gamer","AMD Ryzen Series","AMD series","I'm not a Playstation gamer","I'm not a Xbox gamer","Android","1","4","4","1","1","1","4","2","No","4","No"
"2021/08/08 3:17:34 PM GMT+5:30","No","No","Yes","Still not interested in gaming","Male","25-35","1-3 days","Less than 2 hours","Racing game","Offline gaming","Free game","<₹25000","<₹100","Time-killer","Mobile","Other","I'm not a PC gamer","I'm not a PC gamer","I'm not a Playstation gamer","I'm not a Xbox gamer","Android","1","1","1","1","1","1","1","1","No","1",". "
"2021/08/08 3:26:45 PM GMT+5:30","No","Yes","Yes","Corona didn't impact my gaming as I already am an hardcore gamer","Female","18-25","0","Less than 2 hours","Racing game","Offline gaming","Free game","<₹25000","<₹100","Stress-buster","Mobile","I'm not a PC Gamer","I'm not a PC gamer","I'm not a PC gamer","I'm not a Playstation gamer","I'm not a Xbox gamer","Android","1","2","1","1","2","2","1","1","No","10","No."
"2021/08/08 3:42:59 PM GMT+5:30","Yes","Yes","Maybe","Still not interested in gaming","Male","18-25","0","Less than 2 hours","Action game","Offline gaming","Free game","<₹25000","<₹100","Entertainment","Mobile","I'm not a PC Gamer","AMD Ryzen Series","AMD series","PS2","I'm not a Xbox gamer","iOS","4","5","2","3","3","5","3","3","No","5","Nope "
"2021/08/08 3:43:59 PM GMT+5:30","Yes","Yes","Yes","Started playing more games","Female","18-25","6-7 days","Less than 2 hours","Action game;Racing game;Board game","Online gaming","Free game","₹25000-₹50000","₹100-₹1000","Stress-buster","Mobile","I'm not a PC Gamer","I'm not a PC gamer","I'm not a PC gamer","I'm not a Playstation gamer","I'm not a Xbox gamer","iOS","3","4","1","5","1","1","2","1","No","8","No"
"2021/08/08 3:45:49 PM GMT+5:30","Yes","Yes","Yes","Started playing more games","Female","18-25","4-5 days","2-6 hours","Action game","Online gaming","Free game","<₹25000","<₹100","Stress-buster","Mobile","I'm not a PC Gamer","Intel Microprocessor Series","Intel UHD Series","I'm not a Playstation gamer","I'm not a Xbox gamer","Android","5","5","4","5","4","4","5","4","No","10","Gaming nowadays has a career, as many of them started earning from YouTube. Even if it's a small channel people are more likely to grow by streaming and producing new contents. If it's a full time career then they usually discover new things everyday and grab a chance to grow their channel. "
"2021/08/08 3:57:48 PM GMT+5:30","No","No","Maybe","Started playing more games","Female","18-25","1-3 days","Less than 2 hours","Board game;Puzzle game;Role-playing game","Online gaming","Free game","<₹25000","<₹100","Time-killer","Mobile","I'm not a PC Gamer","I don't know anything about Microprocessors for gaming purposes","I don't know anything about GPUs for gaming purposes","I'm not a Playstation gamer","I'm not a Xbox gamer","Android","1","1","1","5","1","1","5","1","No","10","No"
"2021/08/08 4:08:10 PM GMT+5:30","No","Yes","No","Still not interested in gaming","Female","<18","0","Less than 2 hours","Puzzle game","Offline gaming","Free game","<₹25000","<₹100","Entertainment","Mobile","Other","I'm not a PC gamer","I don't know anything about GPUs for gaming purposes","I'm not a Playstation gamer","I'm not a Xbox gamer","Other","1","1","1","1","1","1","3","1","No","1","No"
"2021/08/08 4:25:28 PM GMT+5:30","Yes","Yes","Yes","Started playing more games","Male","18-25","6-7 days","2-6 hours","Action game;Role-playing game","Online gaming","Free game","<₹25000","<₹100","Time-killer","Mobile","I'm not a PC Gamer","I'm not a PC gamer","I'm not a PC gamer","I'm not a Playstation gamer","I'm not a Xbox gamer","Android","5","4","3","2","1","2","1","1","Yes","8","Nope"
"2021/08/08 4:33:47 PM GMT+5:30","Yes","No","Yes","Started playing more games","Female","18-25","6-7 days","2-6 hours","Action game;Sports game","Online gaming","Free game","<₹25000","<₹100","Stress-buster","Mobile","I'm not a PC Gamer","I'm not a PC gamer","I'm not a PC gamer","I'm not a Playstation gamer","I'm not a Xbox gamer","Android","1","3","5","5","3","2","5","3","No","5","Not really"
"2021/08/08 4:44:19 PM GMT+5:30","Yes","Yes","Yes","Still not interested in gaming","Female","18-25","6-7 days","Less than 2 hours","Action game;Puzzle game","Online gaming","Free game","<₹25000","<₹100","Entertainment","Mobile","I'm not a PC Gamer","I don't know anything about Microprocessors for gaming purposes","I don't know anything about GPUs for gaming purposes","I'm not a Playstation gamer","I'm not a Xbox gamer","Android","3","3","3","3","3","3","4","4","No","5","No"
"2021/08/08 5:00:12 PM GMT+5:30","No","Yes","Maybe","Corona didn't impact my gaming as I already am an hardcore gamer","Female","18-25","0","Less than 2 hours","Action game;Sports game;Puzzle game","Offline gaming","Free game","<₹25000","<₹100","Stress-buster","Mobile","I'm not a PC Gamer","I don't know anything about Microprocessors for gaming purposes","I don't know anything about GPUs for gaming purposes","I'm not a Playstation gamer","I'm not a Xbox gamer","Android","3","3","2","3","3","3","3","3","No","5","No comments"
"2021/08/08 6:07:55 PM GMT+5:30","No","Yes","Maybe","Still not interested in gaming","Female","18-25","0","Less than 2 hours","Puzzle game","Offline gaming","Freemium (in-app purchases) games","<₹25000","<₹100","Stress-buster","Mobile","I'm not a PC Gamer","I don't know anything about Microprocessors for gaming purposes","I don't know anything about GPUs for gaming purposes","I'm not a Playstation gamer","I'm not a Xbox gamer","I'm not a mobile gamer","1","1","1","1","1","1","1","1","No","1","No"
"2021/08/08 6:14:26 PM GMT+5:30","No","Yes","Maybe","Still not interested in gaming","Female","18-25","0","Less than 2 hours","Puzzle game;Role-playing game","Offline gaming","Free game","<₹25000","<₹100","Time-killer","Mobile","I'm not a PC Gamer","I'm not a PC gamer","I'm not a PC gamer","I'm not a Playstation gamer","I'm not a Xbox gamer","I'm not a mobile gamer","1","1","1","1","1","1","1","1","No","1","No"
"2021/08/08 6:18:32 PM GMT+5:30","No","Yes","Maybe","Still not interested in gaming","Female","18-25","1-3 days","Less than 2 hours","Action game","Online gaming","Free game","<₹25000","<₹100","Time-killer","Mobile","I'm not a PC Gamer","I don't know anything about Microprocessors for gaming purposes","I'm not a PC gamer","I'm not a Playstation gamer","I'm not a Xbox gamer","Android","1","1","1","5","1","1","3","1","No","5","No..will play games only to have fun"
"2021/08/08 7:32:31 PM GMT+5:30","No","Yes","Maybe","Still not interested in gaming","Female","18-25","0","Less than 2 hours","Puzzle game","Offline gaming","Free game","<₹25000","<₹100","Stress-buster","Mobile","I'm not a PC Gamer","I'm not a PC gamer","I'm not a PC gamer","I'm not a Playstation gamer","I'm not a Xbox gamer","I'm not a mobile gamer","5","3","3","3","4","3","4","5","No","6","no"
"2021/08/08 8:11:34 PM GMT+5:30","No","Yes","No","Still not interested in gaming","Female","18-25","0","Less than 2 hours","Puzzle game","Online gaming","Free game","<₹25000","<₹100","Stress-buster","Mobile","I'm not a PC Gamer","I'm not a PC gamer","I'm not a PC gamer","I'm not a Playstation gamer","I'm not a Xbox gamer","I'm not a mobile gamer","1","1","1","1","1","1","4","1","No","2","No"
"2021/08/08 8:24:25 PM GMT+5:30","No","Yes","No","Still not interested in gaming","Female","18-25","0","Less than 2 hours","Puzzle game","Offline gaming","Free game","<₹25000","<₹100","Stress-buster","Mobile","I'm not a PC Gamer","I'm not a PC gamer","I'm not a PC gamer","I'm not a Playstation gamer","I'm not a Xbox gamer","Android","1","1","1","1","1","1","2","2","No","1","No"
"2021/08/09 6:06:16 AM GMT+5:30","No","Yes","Maybe","Still not interested in gaming","Male","18-25","0","Less than 2 hours","Puzzle game","Offline gaming","Freemium (in-app purchases) games","<₹25000","<₹100","Entertainment","Mobile","I'm not a PC Gamer","I'm not a PC gamer","I'm not a PC gamer","I'm not a Playstation gamer","I'm not a Xbox gamer","Android","1","1","1","1","1","1","1","1","No","3","No "
"2021/08/09 8:41:44 AM GMT+5:30","No","Yes","No","Still not interested in gaming","Female","18-25","0","Less than 2 hours","Puzzle game","Offline gaming","Free game","<₹25000","<₹100","Entertainment","Mobile","Other","I'm not a PC gamer","I don't know anything about GPUs for gaming purposes","I'm not a Playstation gamer","I'm not a Xbox gamer","I'm not a mobile gamer","1","1","1","3","1","1","3","1","No","1","no"
"2021/08/09 10:33:54 AM GMT+5:30","No","Yes","No","Corona didn't impact my gaming as I already am an hardcore gamer","Female","18-25","0","Less than 2 hours","Puzzle game","Offline gaming","Free game","<₹25000","<₹100","Entertainment","Mobile","Steam","I'm not a PC gamer","I'm not a PC gamer","I'm not a Playstation gamer","I'm not a Xbox gamer","Android","1","1","1","1","1","1","1","1","No","4","No"
